Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,Station Utilization (%),Distance to Nearest Station (km),Demand Score,Coverage Score,Congestion Risk,Expansion Priority Index,Expansion Recommendation,EV Growth (%),Charging Sessions,Revenue,Queue Length,Average Charging Time (min),City,EV Population,Expansion Priority
EVS01813,18.996544,72.98844,"2210 Mumbai Ave, Mumbai",1,0.35,0,13.04,90,4,150,"Type 2, CHAdeMO",2012,1,4.0,7,Monthly,60.0,13.04,75.85714285714286,34.80000000000001,High,75.66285714285713,Build New Fast Charging Station,40,23,1207.4999999999998,6,34,Mumbai,45413,1
EVS01814,25.25431,55.319876,"5197 Dubai Ave, Dubai",1,0.22,0,8.22,40,4,350,"CCS, Type 2",2021,0,3.9,4,Quarterly,26.666666666666668,8.22,57.99999999999999,58.9,Low,47.585,Monitor Demand,25,101,7777.0,3,37,Dubai,48851,0
EVS01815,39.977083,116.301894,"2911 Beijing Ave, Beijing",1,0.4,0,7.65,77,2,350,Type 2,2019,1,3.7,8,Monthly,51.33333333333333,7.65,83.89999999999999,61.74999999999999,Medium,66.19749999999999,Upgrade Existing Station,23,94,13160.0,5,71,Beijing,29087,1
EVS01816,37.806436,-122.44719,"4471 San Francisco Ave, San Francisco",2,0.48,2,18.89,60,2,150,Tesla,2010,0,4.0,10,Monthly,40.0,18.89,54.85714285714285,5.549999999999999,Medium,70.00035714285714,Upgrade Existing Station,14,33,2376.0,4,48,San Francisco,33347,1
EVS01817,39.891366,116.273915,"5703 Beijing Ave, Beijing",1,0.19,2,17.78,60,4,350,CHAdeMO,2019,0,4.5,9,Annually,40.0,17.78,72.0,11.099999999999998,Medium,74.91499999999999,Upgrade Existing Station,35,133,8844.5,4,79,Beijing,34756,1
EVS01818,13.778737,100.534317,"7361 Bangkok Ave, Bangkok",1,0.49,2,16.69,46,2,150,Tesla,2019,1,3.7,5,Monthly,30.666666666666664,16.69,45.05714285714286,16.549999999999997,Low,58.73035714285714,Upgrade Existing Station,37,81,5953.5,3,40,Bangkok,40214,0
EVS01819,55.720719,37.597735,"6709 Moscow Ave, Moscow",2,0.42,2,18.48,80,1,50,"CCS, Tesla",2022,0,4.0,1,Quarterly,53.333333333333336,18.48,60.28571428571428,7.599999999999996,High,76.45428571428572,Build New Fast Charging Station,11,125,2625.0,5,36,Moscow,17335,1
EVS01820,41.915881,-87.624418,"3256 Chicago Ave, Chicago",2,0.43,2,18.74,49,4,350,Tesla,2022,0,3.1,4,Monthly,32.666666666666664,18.74,64.3,6.300000000000006,Low,70.76499999999999,Upgrade Existing Station,15,83,12491.5,3,37,Chicago,29602,0
EVS01821,-26.655435,30.252572,"3480 Random Rd, City 5, Country",2,0.27,1,9.14,14,2,350,CHAdeMO,2016,0,3.2,6,Monthly,9.333333333333334,9.14,39.800000000000004,54.29999999999999,Very Low,35.415000000000006,Monitor Demand,18,121,11434.5,1,76,Country,49901,0
EVS01822,19.444782,-99.044962,"6857 Mexico City Ave, Mexico City",0,0.39,2,4.98,88,2,350,Tesla,2011,0,4.1,1,Annually,58.666666666666664,4.98,91.6,75.1,High,67.355,Upgrade Existing Station,42,125,17062.5,6,56,Mexico City,35450,1
EVS01823,55.891066,37.604052,"1605 Moscow Ave, Moscow",2,0.25,2,1.63,96,4,150,Tesla,2018,1,3.9,2,Monthly,64.0,1.63,80.05714285714285,91.85,High,58.87535714285714,Upgrade Existing Station,34,39,1462.5,6,79,Moscow,33196,1
EVS01824,37.775026,-122.329341,"4588 San Francisco Ave, San Francisco",1,0.21,0,12.52,72,3,22,CHAdeMO,2021,0,3.5,8,Quarterly,48.0,12.52,52.28571428571429,37.4,Medium,60.82428571428571,Upgrade Existing Station,22,77,355.73999999999995,5,57,San Francisco,6626,1
EVS01825,25.31629,55.300839,"6246 Dubai Ave, Dubai",0,0.47,0,12.1,26,0,350,CCS,2016,0,4.7,1,Monthly,17.333333333333336,12.1,48.199999999999996,39.5,Very Low,46.955,Monitor Demand,18,131,21549.499999999996,2,31,Dubai,8424,0
EVS01826,52.523713,13.3198,"7658 Berlin Ave, Berlin",1,0.25,0,14.2,92,1,350,Type 2,2021,0,4.2,5,Annually,61.33333333333333,14.2,94.39999999999999,29.000000000000004,High,85.61,Build New Fast Charging Station,22,76,6650.0,6,20,Berlin,13857,1
EVS01827,52.523624,13.417644,"8415 Berlin Ave, Berlin",0,0.15,0,8.77,90,2,350,Type 2,2013,1,3.8,8,Annually,60.0,8.77,93.0,56.15,High,75.0475,Build New Fast Charging Station,40,138,7245.0,6,77,Berlin,45923,1
EVS01828,37.776633,-122.438711,"6777 San Francisco Ave, San Francisco",0,0.28,0,11.7,76,0,350,CHAdeMO,2021,0,4.4,5,Annually,50.66666666666667,11.7,83.19999999999999,41.5,Medium,72.755,Upgrade Existing Station,20,116,11368.000000000002,5,22,San Francisco,20982,1
EVS01829,34.086143,-118.246255,"6772 Los Angeles Ave, Los Angeles",1,0.41,0,12.14,100,3,22,CHAdeMO,2023,0,3.6,4,Quarterly,66.66666666666666,12.14,71.88571428571429,39.300000000000004,High,74.99928571428572,Upgrade Existing Station,13,111,1001.2199999999999,7,82,Los Angeles,12425,1
EVS01830,34.079717,-118.326908,"4441 Los Angeles Ave, Los Angeles",1,0.35,2,9.54,67,4,50,"CCS, CHAdeMO",2021,0,3.4,3,Monthly,44.666666666666664,9.54,51.185714285714276,52.300000000000004,Medium,53.919285714285714,Upgrade Existing Station,43,71,1242.5,4,40,Los Angeles,2980,1
EVS01831,-87.862196,121.52313,"1774 Random Rd, City 109, Country",0,0.25,0,0.64,73,0,350,CHAdeMO,2020,1,4.2,10,Quarterly,48.66666666666667,0.64,81.1,96.8,Medium,51.81,Upgrade Existing Station,47,56,4900.0,5,42,Country,49290,1
EVS01832,41.913442,-87.789412,"1716 Chicago Ave, Chicago",2,0.49,1,2.13,93,3,22,CHAdeMO,2022,0,3.4,8,Monthly,62.0,2.13,66.9857142857143,89.35,High,53.77178571428573,Upgrade Existing Station,13,27,291.06,6,28,Chicago,27431,1
EVS01833,-33.7308,151.383245,"865 Sydney Ave, Sydney",1,0.14,0,17.74,79,4,150,Type 2,2015,1,3.6,4,Monthly,52.666666666666664,17.74,68.15714285714284,11.30000000000001,Medium,78.05785714285713,Build New Fast Charging Station,47,63,1323.0,5,74,Sydney,20440,1
EVS01834,37.626421,127.088187,"8140 Seoul Ave, Seoul",0,0.2,1,3.9,69,2,22,Tesla,2020,0,4.6,5,Monthly,46.0,3.9,50.185714285714276,80.5,Medium,44.14928571428571,Monitor Demand,28,117,514.8000000000001,5,38,Seoul,42752,1
EVS01835,19.51328,-99.037935,"7241 Mexico City Ave, Mexico City",1,0.14,2,9.12,40,4,350,"Tesla, CHAdeMO",2022,0,4.5,8,Monthly,26.666666666666668,9.12,57.99999999999999,54.400000000000006,Low,49.15999999999999,Monitor Demand,15,137,6713.000000000001,3,81,Mexico City,18175,0
EVS01836,25.298775,55.366653,"8263 Dubai Ave, Dubai",0,0.17,0,15.59,19,1,150,Type 2,2023,1,3.3,4,Annually,12.666666666666668,15.59,26.15714285714286,22.050000000000004,Very Low,42.49535714285714,Monitor Demand,43,88,2244.0,1,58,Dubai,49651,0
EVS01837,19.112952,72.807135,"1985 Mumbai Ave, Mumbai",0,0.36,2,1.6,22,3,150,"CHAdeMO, CCS",2021,0,3.6,3,Annually,14.666666666666666,1.6,28.25714285714286,92.0,Very Low,19.602857142857143,No Immediate Action,27,64,3456.0,1,46,Mumbai,27385,0
EVS01838,19.057296,72.969746,"9527 Mumbai Ave, Mumbai",1,0.32,1,16.98,100,4,350,"CCS, Type 2",2010,0,4.6,7,Quarterly,66.66666666666666,16.98,100.0,15.100000000000001,High,94.715,Build New Fast Charging Station,22,51,5712.0,7,65,Mumbai,39158,1
EVS01839,34.069134,-118.305763,"3576 Los Angeles Ave, Los Angeles",1,0.13,2,5.51,70,2,150,CCS,2021,0,4.9,10,Quarterly,46.666666666666664,5.51,61.857142857142854,72.45,Medium,51.88535714285714,Upgrade Existing Station,32,52,1014.0,5,53,Los Angeles,24019,1
EVS01840,25.258077,55.254746,"4261 Dubai Ave, Dubai",1,0.4,2,11.26,90,0,50,"CCS, Type 2",2023,0,4.3,10,Quarterly,60.0,11.26,67.28571428571428,43.7,High,69.11928571428571,Upgrade Existing Station,28,145,2900.0,6,52,Dubai,19639,1
EVS01841,-70.600354,-51.379576,"8332 Random Rd, City 272, Country",0,0.24,0,17.03,28,3,350,"CHAdeMO, Tesla",2017,0,4.6,7,Monthly,18.666666666666668,17.03,49.6,14.849999999999996,Very Low,56.6425,Upgrade Existing Station,20,86,7224.0,2,69,Country,20994,0
EVS01842,19.502512,-99.089944,"932 Mexico City Ave, Mexico City",2,0.25,0,3.81,87,4,50,"CCS, CHAdeMO",2021,0,3.5,4,Monthly,57.99999999999999,3.81,65.18571428571428,80.95,High,54.49178571428571,Upgrade Existing Station,10,49,612.5,6,39,Mexico City,35375,1
EVS01843,39.982644,116.492273,"86 Beijing Ave, Beijing",0,0.43,1,9.11,69,4,50,"CCS, Tesla",2015,1,4.6,7,Annually,46.0,9.11,52.58571428571428,54.449999999999996,Medium,54.22678571428571,Upgrade Existing Station,33,133,2859.5,5,59,Beijing,22563,1
EVS01844,34.007711,-118.245084,"4450 Los Angeles Ave, Los Angeles",2,0.31,0,11.52,29,2,50,Tesla,2015,0,3.4,8,Quarterly,19.333333333333332,11.52,24.585714285714282,42.400000000000006,Very Low,37.244285714285716,Monitor Demand,16,48,744.0,2,77,Los Angeles,40341,0
EVS01845,52.412687,13.337342,"5998 Berlin Ave, Berlin",1,0.49,1,2.02,12,3,150,Tesla,2018,1,3.3,2,Quarterly,8.0,2.02,21.257142857142856,89.9,Very Low,15.037857142857142,No Immediate Action,34,49,3601.4999999999995,1,50,Berlin,6776,0
EVS01846,25.310958,55.308165,"6727 Dubai Ave, Dubai",2,0.23,0,11.33,57,0,150,CCS,2016,1,4.2,7,Quarterly,38.0,11.33,52.75714285714286,43.35,Low,55.18035714285714,Upgrade Existing Station,30,149,5140.500000000001,4,57,Dubai,37444,0
EVS01847,13.871553,100.452858,"1917 Bangkok Ave, Bangkok",2,0.42,0,9.66,90,3,50,"CHAdeMO, CCS",2018,0,4.9,5,Quarterly,60.0,9.66,67.28571428571428,51.7,High,66.31928571428571,Upgrade Existing Station,24,81,1700.9999999999998,6,64,Bangkok,4380,1
EVS01848,55.838961,37.543793,"3201 Moscow Ave, Moscow",0,0.12,2,11.94,98,3,150,CHAdeMO,2022,0,5.0,7,Monthly,65.33333333333333,11.94,81.45714285714286,40.300000000000004,High,77.97785714285713,Build New Fast Charging Station,10,22,395.99999999999994,7,60,Moscow,9711,1
EVS01849,37.663588,127.083885,"8149 Seoul Ave, Seoul",2,0.42,0,2.79,96,0,150,CCS,2017,1,3.2,4,Monthly,64.0,2.79,80.05714285714285,86.05000000000001,High,60.90535714285714,Upgrade Existing Station,21,87,5481.0,6,28,Seoul,9782,1
EVS01850,52.42666,13.449793,"5030 Berlin Ave, Berlin",2,0.35,1,1.29,63,1,150,CCS,2010,1,3.6,2,Quarterly,42.0,1.29,56.95714285714285,93.55,Medium,40.79035714285714,Monitor Demand,16,44,2310.0,4,28,Berlin,18434,1
EVS01851,-33.795433,12.864741,"6020 Random Rd, City 308, Country",2,0.34,0,9.42,12,0,150,"CHAdeMO, CCS",2013,0,3.0,1,Annually,8.0,9.42,21.257142857142856,52.900000000000006,Very Low,27.98785714285714,No Immediate Action,24,63,3213.0000000000005,1,82,Country,47765,0
EVS01852,19.416332,-99.098338,"1021 Mexico City Ave, Mexico City",2,0.45,1,2.34,77,1,150,"CCS, Type 2",2023,0,4.2,10,Annually,51.33333333333333,2.34,66.75714285714285,88.3,Medium,50.04785714285713,Upgrade Existing Station,30,74,4995.000000000001,5,41,Mexico City,21017,1
EVS01853,-33.891575,151.322292,"1624 Sydney Ave, Sydney",1,0.17,1,15.68,74,0,350,"CCS, Type 2",2012,0,4.8,5,Annually,49.333333333333336,15.68,81.80000000000001,21.599999999999998,Medium,78.66,Build New Fast Charging Station,28,149,8865.5,5,35,Sydney,31707,1
EVS01854,37.606798,127.002723,"7596 Seoul Ave, Seoul",1,0.31,0,19.88,90,0,50,"CHAdeMO, Type 2",2013,0,4.3,5,Annually,60.0,19.88,67.28571428571428,0.6000000000000005,High,84.20428571428572,Build New Fast Charging Station,38,60,930.0000000000001,6,51,Seoul,40110,1
EVS01855,41.907597,-87.680938,"9850 Chicago Ave, Chicago",2,0.33,0,4.32,83,2,150,"CHAdeMO, Tesla",2023,0,3.6,8,Annually,55.333333333333336,4.32,70.95714285714286,78.4,High,56.69285714285714,Upgrade Existing Station,34,83,4108.5,6,85,Chicago,18343,1
EVS01856,52.494792,13.47117,"9105 Berlin Ave, Berlin",1,0.14,1,19.79,59,0,150,"Type 2, CCS",2023,1,3.8,7,Quarterly,39.33333333333333,19.79,54.15714285714286,1.0500000000000065,Low,71.04535714285714,Upgrade Existing Station,42,50,1050.0000000000002,4,33,Berlin,39827,0
EVS01857,52.446237,13.398836,"5068 Berlin Ave, Berlin",1,0.41,2,13.26,51,2,350,CHAdeMO,2019,1,3.2,8,Monthly,34.0,13.26,65.7,33.699999999999996,Low,62.23500000000001,Upgrade Existing Station,41,66,9471.0,3,57,Berlin,42652,0
EVS01858,-33.828238,18.577357,"2262 Cape Town Ave, Cape Town",2,0.1,1,3.12,44,1,350,CCS,2013,0,3.3,5,Monthly,29.333333333333332,3.12,60.8,84.39999999999999,Low,40.78,Monitor Demand,44,149,5215.0,3,27,Cape Town,6655,0
EVS01859,41.901076,-87.741745,"1355 Chicago Ave, Chicago",0,0.48,2,7.1,24,2,50,"Tesla, CCS",2011,0,4.3,8,Annually,16.0,7.1,21.085714285714282,64.5,Very Low,26.859285714285715,No Immediate Action,47,115,2760.0,2,40,Chicago,45859,0
EVS01860,-33.774518,18.566507,"2452 Cape Town Ave, Cape Town",1,0.35,1,13.42,22,3,150,Tesla,2014,1,4.3,9,Annually,14.666666666666666,13.42,28.25714285714286,32.9,Very Low,40.287857142857135,Monitor Demand,35,96,5039.999999999999,1,75,Cape Town,16251,0
EVS01861,-37.899292,155.263677,"7131 Random Rd, City 233, Country",0,0.29,2,18.26,14,3,350,"CHAdeMO, CCS",2014,0,3.3,9,Quarterly,9.333333333333334,18.26,39.800000000000004,8.699999999999996,Very Low,51.37500000000001,Upgrade Existing Station,20,129,13093.499999999998,1,65,Country,1526,0
EVS01862,43.668766,-79.451889,"862 Toronto Ave, Toronto",2,0.2,0,10.73,97,1,150,CCS,2015,0,4.2,6,Monthly,64.66666666666666,10.73,80.75714285714285,46.35,High,75.33035714285714,Build New Fast Charging Station,44,88,2640.0,6,62,Toronto,4224,1
EVS01863,55.744539,37.632358,"1499 Moscow Ave, Moscow",0,0.39,1,3.95,32,3,22,"CCS, Type 2",2019,0,4.1,1,Monthly,21.333333333333336,3.95,24.28571428571428,80.25,Very Low,24.626785714285717,No Immediate Action,17,77,660.6600000000001,2,65,Moscow,48837,0
EVS01864,52.573924,13.40758,"4293 Berlin Ave, Berlin",2,0.16,1,17.52,82,2,350,CCS,2018,1,4.0,5,Quarterly,54.666666666666664,17.52,87.39999999999999,12.4,High,86.11999999999999,Build New Fast Charging Station,23,125,7000.0,5,67,Berlin,12536,1
EVS01865,55.719082,37.540593,"45 Moscow Ave, Moscow",1,0.29,0,10.2,14,4,350,Type 2,2013,0,3.4,8,Annually,9.333333333333334,10.2,39.800000000000004,49.0,Very Low,37.27,Monitor Demand,19,63,6394.5,1,89,Moscow,29541,0
EVS01866,25.345043,55.223107,"63 Dubai Ave, Dubai",0,0.15,0,19.09,55,1,22,Tesla,2020,1,3.2,9,Annually,36.666666666666664,19.09,40.385714285714286,4.549999999999999,Low,63.31178571428572,Upgrade Existing Station,11,93,306.9,4,50,Dubai,14547,0
EVS01867,39.885191,116.272424,"7758 Beijing Ave, Beijing",1,0.21,0,12.99,47,0,350,Tesla,2020,0,3.0,9,Quarterly,31.333333333333336,12.99,62.9,35.050000000000004,Low,59.6425,Upgrade Existing Station,18,75,5512.5,3,52,Beijing,35531,0
EVS01868,25.248935,55.244181,"7465 Dubai Ave, Dubai",0,0.16,2,8.57,35,2,50,CHAdeMO,2013,1,4.0,4,Monthly,23.333333333333332,8.57,28.78571428571428,57.15,Very Low,35.26178571428571,Monitor Demand,12,146,1168.0,2,63,Dubai,9712,0
EVS01869,41.921339,-87.649747,"647 Chicago Ave, Chicago",0,0.31,2,1.74,79,0,22,"CHAdeMO, Type 2",2017,0,3.3,6,Monthly,52.666666666666664,1.74,57.18571428571428,91.3,Medium,45.669285714285714,Monitor Demand,30,49,334.18,5,27,Chicago,39565,1
EVS01870,34.199939,-118.254367,"6835 Los Angeles Ave, Los Angeles",1,0.41,1,2.02,30,2,22,CCS,2022,1,3.3,2,Monthly,20.0,2.02,22.885714285714283,89.9,Very Low,20.18928571428571,No Immediate Action,35,90,811.8,2,21,Los Angeles,10208,0
EVS01871,-33.501204,131.952677,"9443 Random Rd, City 174, Country",1,0.25,2,18.41,93,1,50,"Type 2, CCS",2013,1,3.8,1,Annually,62.0,18.41,69.38571428571429,7.950000000000001,High,83.22178571428573,Build New Fast Charging Station,17,137,1712.5,6,36,Country,6109,1
EVS01872,-33.787642,151.380505,"1527 Sydney Ave, Sydney",2,0.43,1,11.13,92,1,150,"Tesla, Type 2",2018,1,3.5,9,Annually,61.33333333333333,11.13,77.25714285714285,44.35,High,73.38035714285714,Upgrade Existing Station,11,74,4773.0,6,71,Sydney,36201,1
EVS01873,41.881697,-87.65812,"5152 Chicago Ave, Chicago",1,0.44,2,10.14,68,2,22,Type 2,2010,1,3.2,1,Monthly,45.33333333333333,10.14,49.48571428571428,49.3,Medium,54.53928571428571,Upgrade Existing Station,15,86,832.48,5,64,Chicago,17967,1
EVS01874,37.801461,-122.341573,"8141 San Francisco Ave, San Francisco",0,0.25,0,15.23,10,2,350,CCS,2020,0,4.0,10,Annually,6.666666666666667,15.23,37.0,23.849999999999994,Very Low,43.95250000000001,Monitor Demand,37,22,1925.0,1,56,San Francisco,30759,0
EVS01875,-33.883588,151.28434,"9511 Sydney Ave, Sydney",2,0.47,0,6.54,52,3,150,"Type 2, CCS",2013,0,3.0,7,Monthly,34.66666666666667,6.54,49.25714285714285,67.30000000000001,Low,44.14785714285714,Monitor Demand,38,45,3172.5,3,61,Sydney,21172,0
EVS01876,19.032933,72.876521,"2151 Mumbai Ave, Mumbai",2,0.43,1,13.2,31,4,150,"Tesla, CHAdeMO",2016,0,4.5,7,Annually,20.666666666666668,13.2,34.55714285714285,34.00000000000001,Very Low,44.67285714285714,Monitor Demand,35,76,4902.0,2,63,Mumbai,37935,0
EVS01877,-33.773538,18.568503,"5749 Cape Town Ave, Cape Town",0,0.27,0,1.96,80,1,50,"CHAdeMO, Type 2",2012,1,4.5,1,Annually,53.333333333333336,1.96,60.28571428571428,90.2,High,47.544285714285714,Monitor Demand,34,145,1957.5000000000002,5,57,Cape Town,27589,1
EVS01878,-33.778575,18.521783,"9362 Cape Town Ave, Cape Town",2,0.2,1,2.25,95,0,50,Type 2,2015,0,4.4,8,Annually,63.33333333333333,2.25,70.78571428571428,88.75,High,56.00178571428571,Upgrade Existing Station,21,72,720.0,6,25,Cape Town,31015,1
EVS01879,-23.507698,-46.697672,"2410 São Paulo Ave, São Paulo",2,0.41,1,1.2,89,3,350,CHAdeMO,2013,1,4.8,10,Monthly,59.333333333333336,1.2,92.30000000000001,94.0,High,61.27000000000001,Upgrade Existing Station,14,62,8897.0,6,87,São Paulo,30009,1
EVS01880,13.892102,100.456028,"2131 Bangkok Ave, Bangkok",2,0.3,0,15.83,24,2,50,"CHAdeMO, CCS",2019,0,3.4,7,Quarterly,16.0,15.83,21.085714285714282,20.85,Very Low,42.136785714285715,Monitor Demand,43,68,1019.9999999999999,2,70,Bangkok,18773,0
EVS01881,58.785804,-121.064465,"7603 Random Rd, City 419, Country",1,0.5,1,19.24,46,0,350,CCS,2013,0,4.5,9,Annually,30.666666666666664,19.24,62.2,3.8000000000000034,Low,70.05,Upgrade Existing Station,46,61,10675.0,3,54,Country,42125,0
EVS01882,13.741488,100.528934,"265 Bangkok Ave, Bangkok",0,0.38,0,15.31,32,4,150,CCS,2016,1,3.0,7,Annually,21.333333333333336,15.31,35.25714285714285,23.449999999999992,Very Low,48.89535714285715,Monitor Demand,24,30,1710.0,2,77,Bangkok,27143,0
EVS01883,19.563302,-99.14224,"1745 Mexico City Ave, Mexico City",1,0.37,2,15.05,63,2,150,CHAdeMO,2019,1,4.7,1,Annually,42.0,15.05,56.95714285714285,24.749999999999993,Medium,64.87035714285713,Upgrade Existing Station,45,122,6771.0,4,76,Mexico City,7154,1
EVS01884,52.479794,13.389988,"8969 Berlin Ave, Berlin",1,0.45,2,10.83,12,2,150,CHAdeMO,2012,0,3.6,10,Monthly,8.0,10.83,21.257142857142856,45.85,Very Low,30.455357142857142,Monitor Demand,24,117,7897.5,1,25,Berlin,22804,0
EVS01885,37.590407,126.98484,"5962 Seoul Ave, Seoul",0,0.24,1,6.44,69,4,50,"CHAdeMO, CCS",2011,1,3.2,2,Monthly,46.0,6.44,52.58571428571428,67.8,Medium,49.55428571428571,Monitor Demand,32,104,1248.0,5,32,Seoul,42688,1
EVS01886,19.092648,72.887988,"6785 Mumbai Ave, Mumbai",0,0.16,0,16.85,36,1,50,Type 2,2023,1,3.2,2,Monthly,24.0,16.85,29.485714285714288,15.749999999999996,Very Low,50.28178571428571,Upgrade Existing Station,15,119,952.0,2,78,Mumbai,21581,0
EVS01887,19.445856,-99.124191,"7989 Mexico City Ave, Mexico City",0,0.19,2,8.59,20,1,350,"Tesla, CHAdeMO",2017,0,4.1,2,Quarterly,13.333333333333334,8.59,43.99999999999999,57.05,Very Low,37.63249999999999,Monitor Demand,30,123,8179.5,1,49,Mexico City,31087,0
EVS01888,52.494949,13.300743,"9872 Berlin Ave, Berlin",1,0.33,1,7.76,45,0,150,CHAdeMO,2016,0,4.5,4,Annually,30.0,7.76,44.357142857142854,61.199999999999996,Low,42.57285714285714,Monitor Demand,32,65,3217.5,3,21,Berlin,33981,0
EVS01889,34.075931,-118.335678,"3605 Los Angeles Ave, Los Angeles",1,0.36,2,14.52,87,1,350,Tesla,2021,1,3.3,1,Annually,57.99999999999999,14.52,90.9,27.400000000000002,High,83.52000000000001,Build New Fast Charging Station,25,63,7938.0,6,77,Los Angeles,4762,1
EVS01890,25.230951,55.331334,"1136 Dubai Ave, Dubai",0,0.39,0,13.57,26,4,350,Type 2,2023,1,3.1,3,Monthly,17.333333333333336,13.57,48.199999999999996,32.15,Very Low,49.527499999999996,Monitor Demand,24,41,5596.5,2,55,Dubai,47167,0
EVS01891,-2.638197,-161.600309,"1179 Random Rd, City 261, Country",1,0.24,1,6.25,82,4,150,"Type 2, Tesla",2015,1,4.1,2,Quarterly,54.666666666666664,6.25,70.25714285714285,68.75,High,59.54035714285714,Upgrade Existing Station,34,133,4788.0,5,64,Country,10768,1
EVS01892,13.760914,100.460876,"9909 Bangkok Ave, Bangkok",2,0.19,0,18.01,10,2,150,CCS,2014,0,3.5,9,Annually,6.666666666666667,18.01,19.857142857142858,9.949999999999992,Very Low,41.96035714285714,Monitor Demand,45,144,4104.0,1,28,Bangkok,44408,0
EVS01893,34.135642,-118.368525,"8607 Los Angeles Ave, Los Angeles",1,0.36,2,4.14,68,4,22,Type 2,2011,1,3.6,1,Quarterly,45.33333333333333,4.14,49.48571428571428,79.3,Medium,44.03928571428571,Monitor Demand,20,143,1132.56,5,84,Los Angeles,40499,1
EVS01894,19.156718,72.986851,"6708 Mumbai Ave, Mumbai",0,0.45,2,11.68,67,1,22,Type 2,2021,0,3.8,1,Quarterly,44.666666666666664,11.68,48.785714285714285,41.6,Medium,56.70428571428571,Upgrade Existing Station,24,49,485.1,4,69,Mumbai,39559,1
EVS01895,-23.569265,-46.600731,"2309 São Paulo Ave, São Paulo",2,0.43,1,14.0,18,1,22,"Type 2, CCS",2020,1,3.3,3,Annually,12.0,14.0,14.485714285714286,30.000000000000004,Very Low,34.794285714285714,Monitor Demand,13,27,255.42,1,51,São Paulo,49590,0
EVS01896,25.303845,55.263103,"8144 Dubai Ave, Dubai",1,0.25,2,9.14,85,2,22,CCS,2011,0,4.9,2,Quarterly,56.666666666666664,9.14,61.385714285714286,54.29999999999999,High,61.79928571428572,Upgrade Existing Station,30,117,643.5,6,62,Dubai,9783,1
EVS01897,39.893785,116.347485,"2370 Beijing Ave, Beijing",0,0.48,0,3.9,74,0,150,CHAdeMO,2016,1,3.6,5,Annually,49.333333333333336,3.9,64.65714285714286,80.5,Medium,51.18785714285714,Upgrade Existing Station,22,76,5471.999999999999,5,73,Beijing,47389,1
EVS01898,19.46523,-99.1034,"5911 Mexico City Ave, Mexico City",2,0.12,2,11.11,88,3,50,"CCS, Tesla",2019,1,4.3,8,Monthly,58.666666666666664,11.11,65.88571428571429,44.45,High,67.79678571428572,Upgrade Existing Station,31,130,780.0,6,66,Mexico City,30781,1
EVS01899,-23.554147,-46.630297,"6760 São Paulo Ave, São Paulo",2,0.48,2,4.62,96,2,350,Type 2,2023,1,4.3,4,Annually,64.0,4.62,97.2,76.9,High,70.965,Upgrade Existing Station,28,92,15455.999999999998,6,33,São Paulo,31811,1
EVS01900,39.901139,116.324506,"7436 Beijing Ave, Beijing",1,0.34,0,17.87,81,1,50,CCS,2023,1,4.1,7,Annually,54.0,17.87,60.98571428571427,10.649999999999993,High,75.91678571428572,Build New Fast Charging Station,43,134,2278.0,5,67,Beijing,49787,1
EVS01901,-14.465456,81.379726,"1225 Random Rd, City 176, Country",0,0.37,0,2.29,75,0,22,Tesla,2016,0,4.7,10,Quarterly,50.0,2.29,54.38571428571428,88.55,Medium,44.511785714285715,Monitor Demand,23,39,317.46,5,74,Country,36488,1
EVS01902,-33.718033,18.411009,"3966 Cape Town Ave, Cape Town",2,0.19,1,18.47,93,4,22,CCS,2012,0,3.9,5,Quarterly,62.0,18.47,66.9857142857143,7.650000000000001,High,82.36678571428571,Build New Fast Charging Station,13,44,183.92,6,48,Cape Town,9905,1
EVS01903,-33.889752,18.498218,"2396 Cape Town Ave, Cape Town",0,0.3,0,14.73,91,3,22,CHAdeMO,2021,0,3.7,4,Annually,60.66666666666667,14.73,65.58571428571429,26.349999999999994,High,74.76178571428571,Upgrade Existing Station,36,38,250.8,6,66,Cape Town,10127,1
EVS01904,-33.755571,18.468507,"9839 Cape Town Ave, Cape Town",1,0.43,2,5.66,28,0,150,Type 2,2020,0,3.8,5,Monthly,18.666666666666668,5.66,32.457142857142856,71.7,Very Low,29.887857142857143,No Immediate Action,38,24,1548.0,2,82,Cape Town,23431,0
EVS01905,41.979379,-87.701408,"2441 Chicago Ave, Chicago",0,0.22,2,15.63,21,3,150,Tesla,2018,1,4.5,1,Annually,14.000000000000002,15.63,27.557142857142857,21.84999999999999,Very Low,43.62535714285715,Monitor Demand,37,94,3102.0,1,38,Chicago,7368,0
EVS01906,25.361641,55.226195,"5186 Dubai Ave, Dubai",1,0.46,2,8.18,28,1,22,CHAdeMO,2012,0,4.8,7,Annually,18.666666666666668,8.18,21.485714285714288,59.099999999999994,Very Low,29.909285714285716,No Immediate Action,44,147,1487.64,2,28,Dubai,28424,0
