Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS02531,-11.91313,98.023145,"3511 Random Rd, City 294, Country",AC Level 2,0.23,24/7,7.23,71,EVgo,22,"Tesla, CCS",2023,No,4.5,10,Monthly
EVS02532,34.007216,-118.267135,"9941 Los Angeles Ave, Los Angeles",AC Level 1,0.12,9:00-18:00,16.29,12,ChargePoint,150,Type 2,2010,No,4.1,8,Monthly
EVS02533,41.933516,-87.675304,"7760 Chicago Ave, Chicago",AC Level 2,0.21,6:00-22:00,2.57,66,Tesla,50,"CCS, CHAdeMO",2018,Yes,4.0,7,Quarterly
EVS02534,19.536005,-99.085137,"7598 Mexico City Ave, Mexico City",DC Fast Charger,0.26,6:00-22:00,1.86,22,EVgo,22,CCS,2014,Yes,4.2,6,Annually
EVS02535,37.583706,126.905294,"2005 Seoul Ave, Seoul",DC Fast Charger,0.21,24/7,14.17,74,Greenlots,350,"Tesla, Type 2",2020,No,3.0,6,Quarterly
EVS02536,43.674506,-79.38886,"1625 Toronto Ave, Toronto",AC Level 2,0.49,24/7,19.01,36,EVgo,50,"CCS, Tesla",2014,Yes,3.4,5,Quarterly
EVS02537,19.050884,72.88135,"3992 Mumbai Ave, Mumbai",DC Fast Charger,0.2,6:00-22:00,15.69,17,Greenlots,22,CCS,2020,Yes,3.4,2,Monthly
EVS02538,18.99141,72.989093,"9875 Mumbai Ave, Mumbai",AC Level 2,0.1,24/7,5.65,98,ChargePoint,22,"CHAdeMO, Type 2",2010,No,3.0,8,Annually
EVS02539,-23.604111,-46.536747,"2945 São Paulo Ave, São Paulo",AC Level 1,0.23,9:00-18:00,9.66,84,Ionity,350,"Type 2, Tesla",2015,No,3.4,10,Annually
EVS02540,19.19886,72.85683,"5805 Mumbai Ave, Mumbai",AC Level 1,0.18,24/7,18.93,31,ChargePoint,50,CCS,2019,No,3.8,5,Annually
EVS02541,-66.409171,128.77468,"7693 Random Rd, City 55, Country",DC Fast Charger,0.15,6:00-22:00,12.16,92,EVgo,22,"Tesla, CCS",2012,No,3.9,10,Quarterly
EVS02542,-23.526652,-46.613282,"3058 São Paulo Ave, São Paulo",AC Level 2,0.18,24/7,4.2,34,Ionity,50,"CHAdeMO, Type 2",2011,Yes,4.8,8,Annually
EVS02543,19.519314,-99.018526,"6709 Mexico City Ave, Mexico City",DC Fast Charger,0.23,9:00-18:00,3.13,70,Greenlots,350,"CHAdeMO, Type 2",2010,No,4.4,4,Quarterly
EVS02544,19.467466,-99.072437,"8177 Mexico City Ave, Mexico City",AC Level 1,0.19,6:00-22:00,19.37,41,ChargePoint,22,Tesla,2013,No,3.1,9,Monthly
EVS02545,-33.881687,151.252459,"7773 Sydney Ave, Sydney",DC Fast Charger,0.49,24/7,8.95,59,Tesla,150,Tesla,2023,Yes,4.9,9,Annually
EVS02546,-23.513974,-46.556175,"3467 São Paulo Ave, São Paulo",DC Fast Charger,0.25,24/7,6.58,70,EVgo,350,"CHAdeMO, CCS",2018,No,4.4,8,Monthly
EVS02547,39.906232,116.367663,"392 Beijing Ave, Beijing",AC Level 1,0.39,9:00-18:00,10.8,15,Tesla,22,Type 2,2018,Yes,3.4,7,Annually
EVS02548,43.687377,-79.389335,"7894 Toronto Ave, Toronto",AC Level 1,0.45,24/7,6.09,71,EVgo,22,"Tesla, CHAdeMO",2023,No,3.5,1,Annually
EVS02549,43.689464,-79.339497,"3807 Toronto Ave, Toronto",DC Fast Charger,0.48,9:00-18:00,3.95,24,EVgo,350,Type 2,2014,Yes,3.5,8,Annually
EVS02550,25.297934,55.215476,"4306 Dubai Ave, Dubai",AC Level 1,0.18,24/7,8.42,42,Ionity,150,CHAdeMO,2010,No,4.2,5,Monthly
EVS02551,-77.037941,58.231179,"7453 Random Rd, City 185, Country",AC Level 1,0.15,24/7,12.57,88,Ionity,350,Type 2,2023,No,3.3,8,Annually
EVS02552,-33.794323,18.542635,"4022 Cape Town Ave, Cape Town",DC Fast Charger,0.23,9:00-18:00,12.72,97,EVgo,150,Tesla,2011,Yes,4.0,10,Quarterly
EVS02553,52.436726,13.308279,"6747 Berlin Ave, Berlin",AC Level 2,0.21,24/7,6.98,46,ChargePoint,150,Type 2,2014,No,3.1,4,Annually
EVS02554,18.995188,72.899837,"8769 Mumbai Ave, Mumbai",DC Fast Charger,0.46,6:00-22:00,8.26,44,ChargePoint,22,CCS,2018,No,4.1,3,Monthly
EVS02555,25.27086,55.338429,"5288 Dubai Ave, Dubai",AC Level 1,0.39,24/7,15.04,53,EVgo,150,Tesla,2012,No,3.5,1,Annually
EVS02556,37.798682,-122.304017,"370 San Francisco Ave, San Francisco",DC Fast Charger,0.11,24/7,3.59,24,EVgo,150,"CCS, Tesla",2010,No,3.3,10,Annually
EVS02557,-23.509708,-46.525276,"5668 São Paulo Ave, São Paulo",DC Fast Charger,0.13,6:00-22:00,4.54,92,EVgo,150,"CCS, Tesla",2010,Yes,4.8,7,Quarterly
EVS02558,13.751672,100.462077,"8630 Bangkok Ave, Bangkok",DC Fast Charger,0.39,9:00-18:00,12.77,15,Ionity,50,Tesla,2012,Yes,3.1,6,Annually
EVS02559,34.056791,-118.316865,"1811 Los Angeles Ave, Los Angeles",AC Level 2,0.24,9:00-18:00,13.5,99,ChargePoint,350,"Type 2, Tesla",2015,Yes,3.2,5,Annually
EVS02560,-33.801902,151.385589,"8807 Sydney Ave, Sydney",AC Level 2,0.38,9:00-18:00,10.46,39,EVgo,50,"CHAdeMO, Tesla",2020,Yes,3.5,3,Annually
EVS02561,45.80685,51.129518,"6337 Random Rd, City 15, Country",AC Level 1,0.39,6:00-22:00,8.66,95,Greenlots,350,Type 2,2015,No,3.4,5,Annually
EVS02562,37.751101,-122.37777,"2983 San Francisco Ave, San Francisco",AC Level 1,0.3,9:00-18:00,3.34,54,EVgo,50,CHAdeMO,2011,Yes,3.1,3,Monthly
EVS02563,55.736343,37.62206,"9891 Moscow Ave, Moscow",AC Level 1,0.25,6:00-22:00,2.04,81,EVgo,22,Type 2,2022,Yes,4.9,10,Monthly
EVS02564,34.075577,-118.329887,"1406 Los Angeles Ave, Los Angeles",DC Fast Charger,0.16,24/7,2.52,28,ChargePoint,350,Type 2,2019,Yes,4.0,3,Quarterly
EVS02565,37.890969,-122.435209,"9595 San Francisco Ave, San Francisco",AC Level 1,0.3,24/7,7.61,27,Ionity,50,Type 2,2011,Yes,4.1,9,Annually
EVS02566,37.852155,-122.486372,"148 San Francisco Ave, San Francisco",AC Level 1,0.48,24/7,16.08,67,Greenlots,150,"CCS, Tesla",2020,Yes,4.9,2,Quarterly
EVS02567,-23.508357,-46.522198,"5716 São Paulo Ave, São Paulo",AC Level 1,0.12,6:00-22:00,4.44,42,EVgo,350,"CHAdeMO, Tesla",2013,Yes,3.7,4,Quarterly
EVS02568,43.788617,-79.358171,"4803 Toronto Ave, Toronto",AC Level 1,0.46,6:00-22:00,12.14,10,EVgo,22,"Type 2, CCS",2019,Yes,4.9,10,Monthly
EVS02569,34.045422,-118.306958,"1954 Los Angeles Ave, Los Angeles",DC Fast Charger,0.28,6:00-22:00,13.74,54,Tesla,150,Tesla,2016,No,4.1,6,Monthly
EVS02570,55.74916,37.545801,"5241 Moscow Ave, Moscow",DC Fast Charger,0.36,9:00-18:00,12.5,78,ChargePoint,350,"Tesla, CCS",2021,Yes,4.7,8,Quarterly
EVS02571,85.29544,94.230223,"2692 Random Rd, City 415, Country",DC Fast Charger,0.33,6:00-22:00,18.43,78,Ionity,150,"Type 2, Tesla",2021,No,4.3,9,Annually
EVS02572,41.962369,-87.609396,"647 Chicago Ave, Chicago",DC Fast Charger,0.29,9:00-18:00,0.72,49,Ionity,50,CHAdeMO,2015,No,4.4,3,Quarterly
EVS02573,-33.76155,18.501761,"1773 Cape Town Ave, Cape Town",DC Fast Charger,0.12,24/7,12.51,19,Tesla,22,"Tesla, CCS",2010,No,4.1,5,Monthly
EVS02574,19.443806,-99.07646,"1728 Mexico City Ave, Mexico City",AC Level 2,0.37,24/7,15.83,97,EVgo,150,"Tesla, Type 2",2016,No,3.8,5,Quarterly
EVS02575,25.386251,55.357438,"8225 Dubai Ave, Dubai",DC Fast Charger,0.38,9:00-18:00,7.76,66,Ionity,150,CCS,2012,No,4.8,5,Monthly
EVS02576,-23.689576,-46.521834,"5761 São Paulo Ave, São Paulo",AC Level 2,0.35,9:00-18:00,11.61,57,Tesla,150,CCS,2014,Yes,4.6,9,Monthly
EVS02577,19.006405,72.962758,"3872 Mumbai Ave, Mumbai",AC Level 1,0.49,6:00-22:00,6.88,34,Tesla,50,CHAdeMO,2016,No,3.6,9,Annually
EVS02578,52.50455,13.455619,"4806 Berlin Ave, Berlin",AC Level 1,0.21,6:00-22:00,12.86,67,Greenlots,350,"CCS, Type 2",2014,Yes,4.5,2,Quarterly
EVS02579,-33.737092,18.554684,"7739 Cape Town Ave, Cape Town",AC Level 2,0.26,6:00-22:00,11.51,27,EVgo,150,"CCS, Tesla",2010,No,3.3,7,Annually
EVS02580,-33.856454,151.236,"4047 Sydney Ave, Sydney",AC Level 2,0.12,9:00-18:00,12.92,34,ChargePoint,50,Type 2,2014,No,4.6,3,Quarterly
EVS02581,46.390185,45.946489,"7023 Random Rd, City 139, Country",AC Level 2,0.14,9:00-18:00,5.25,54,ChargePoint,50,Type 2,2021,No,4.0,6,Monthly
EVS02582,55.747304,37.551948,"843 Moscow Ave, Moscow",AC Level 2,0.43,6:00-22:00,11.38,34,Ionity,50,Tesla,2017,No,4.1,1,Quarterly
EVS02583,25.376581,55.362643,"6327 Dubai Ave, Dubai",AC Level 2,0.36,24/7,3.36,47,EVgo,22,"CCS, CHAdeMO",2020,No,3.7,1,Annually
EVS02584,19.482269,-99.05963,"524 Mexico City Ave, Mexico City",AC Level 2,0.29,9:00-18:00,6.02,69,ChargePoint,22,CCS,2011,No,3.3,2,Monthly
EVS02585,55.845791,37.637532,"8302 Moscow Ave, Moscow",AC Level 1,0.36,6:00-22:00,1.57,53,ChargePoint,50,CHAdeMO,2017,Yes,4.4,1,Monthly
EVS02586,-33.873926,18.43019,"9058 Cape Town Ave, Cape Town",DC Fast Charger,0.33,24/7,1.94,80,Ionity,150,"CHAdeMO, Type 2",2017,No,4.4,7,Annually
EVS02587,37.82193,-122.307442,"158 San Francisco Ave, San Francisco",AC Level 1,0.37,9:00-18:00,13.45,96,Greenlots,350,CHAdeMO,2017,No,4.2,4,Monthly
EVS02588,-23.69936,-46.547927,"9938 São Paulo Ave, São Paulo",DC Fast Charger,0.22,9:00-18:00,4.14,39,EVgo,50,"Type 2, CCS",2012,Yes,4.2,9,Monthly
EVS02589,37.560812,127.011997,"2340 Seoul Ave, Seoul",AC Level 1,0.41,24/7,7.54,100,Ionity,50,"Type 2, Tesla",2019,No,4.9,8,Monthly
EVS02590,19.597872,-99.165746,"7392 Mexico City Ave, Mexico City",AC Level 2,0.28,9:00-18:00,2.14,44,EVgo,22,"Type 2, Tesla",2015,No,3.8,7,Quarterly
EVS02591,59.516572,124.573671,"4979 Random Rd, City 366, Country",AC Level 1,0.33,6:00-22:00,7.41,45,Tesla,150,Tesla,2012,No,3.6,9,Monthly
EVS02592,34.191407,-118.224371,"5859 Los Angeles Ave, Los Angeles",DC Fast Charger,0.42,6:00-22:00,2.24,27,Greenlots,22,"CHAdeMO, Tesla",2017,Yes,4.3,4,Monthly
EVS02593,34.123212,-118.337057,"3978 Los Angeles Ave, Los Angeles",AC Level 2,0.45,6:00-22:00,13.02,29,Ionity,150,"CHAdeMO, CCS",2011,No,4.6,6,Monthly
EVS02594,19.574896,-99.192634,"9560 Mexico City Ave, Mexico City",DC Fast Charger,0.28,6:00-22:00,18.51,21,Ionity,350,"Type 2, CCS",2023,Yes,3.7,9,Quarterly
EVS02595,18.921501,72.87407,"6636 Mumbai Ave, Mumbai",DC Fast Charger,0.11,24/7,14.93,25,ChargePoint,22,"Tesla, CCS",2022,No,3.4,2,Monthly
EVS02596,52.503527,13.448241,"9432 Berlin Ave, Berlin",AC Level 2,0.42,9:00-18:00,16.62,59,EVgo,50,"CCS, CHAdeMO",2020,No,3.2,6,Annually
EVS02597,39.940994,116.487864,"5235 Beijing Ave, Beijing",DC Fast Charger,0.33,9:00-18:00,19.62,55,Ionity,150,CHAdeMO,2015,Yes,4.3,8,Annually
EVS02598,-23.54774,-46.663342,"5046 São Paulo Ave, São Paulo",DC Fast Charger,0.16,9:00-18:00,10.29,91,EVgo,150,CCS,2019,Yes,4.7,9,Monthly
EVS02599,55.862238,37.60346,"4973 Moscow Ave, Moscow",AC Level 1,0.16,9:00-18:00,9.26,20,Greenlots,350,"CHAdeMO, Tesla",2013,Yes,4.0,4,Monthly
EVS02600,19.193898,72.986721,"4656 Mumbai Ave, Mumbai",AC Level 2,0.29,9:00-18:00,8.72,72,ChargePoint,22,"Type 2, CHAdeMO",2022,Yes,3.4,7,Annually
EVS02601,-36.836528,-176.308215,"1167 Random Rd, City 328, Country",AC Level 1,0.42,6:00-22:00,0.52,66,Ionity,22,CHAdeMO,2011,Yes,3.9,1,Annually
EVS02602,41.949525,-87.723222,"1979 Chicago Ave, Chicago",DC Fast Charger,0.17,6:00-22:00,7.85,71,Tesla,22,CHAdeMO,2017,Yes,4.0,10,Annually
EVS02603,25.30705,55.250546,"1085 Dubai Ave, Dubai",AC Level 1,0.12,24/7,2.56,67,Greenlots,22,"CCS, Tesla",2015,Yes,3.7,9,Monthly
EVS02604,-33.817272,18.419608,"6187 Cape Town Ave, Cape Town",AC Level 1,0.18,9:00-18:00,1.27,76,ChargePoint,22,Tesla,2017,Yes,3.4,7,Annually
EVS02605,39.867912,116.361106,"9289 Beijing Ave, Beijing",AC Level 1,0.12,6:00-22:00,8.53,17,ChargePoint,350,Tesla,2017,No,4.1,5,Monthly
EVS02606,55.801781,37.576129,"6422 Moscow Ave, Moscow",AC Level 2,0.45,24/7,2.26,43,EVgo,50,"CCS, Tesla",2020,Yes,4.3,1,Quarterly
EVS02607,19.573121,-99.044992,"3239 Mexico City Ave, Mexico City",AC Level 2,0.39,9:00-18:00,7.52,22,Ionity,350,Tesla,2021,Yes,3.1,7,Monthly
EVS02608,-23.648099,-46.630205,"1413 São Paulo Ave, São Paulo",AC Level 2,0.37,6:00-22:00,13.52,57,ChargePoint,50,"CCS, CHAdeMO",2021,Yes,3.6,5,Monthly
EVS02609,13.734868,100.528896,"8491 Bangkok Ave, Bangkok",AC Level 1,0.47,6:00-22:00,18.87,17,EVgo,22,"Type 2, CCS",2022,Yes,3.7,8,Monthly
EVS02610,13.858132,100.44154,"2819 Bangkok Ave, Bangkok",AC Level 1,0.41,24/7,17.69,97,EVgo,350,"CCS, CHAdeMO",2017,No,5.0,3,Annually
EVS02611,-78.430443,-168.490758,"8842 Random Rd, City 424, Country",DC Fast Charger,0.18,6:00-22:00,13.86,82,ChargePoint,50,"CHAdeMO, Type 2",2021,No,4.0,6,Quarterly
EVS02612,34.043484,-118.294949,"3121 Los Angeles Ave, Los Angeles",AC Level 1,0.44,9:00-18:00,16.29,79,Ionity,150,"CHAdeMO, CCS",2019,Yes,4.4,8,Monthly
EVS02613,34.135453,-118.220543,"536 Los Angeles Ave, Los Angeles",AC Level 1,0.22,9:00-18:00,0.96,88,Ionity,22,Type 2,2021,Yes,3.3,7,Monthly
EVS02614,19.487343,-99.072782,"945 Mexico City Ave, Mexico City",AC Level 2,0.19,24/7,18.66,69,Greenlots,22,Type 2,2020,Yes,4.0,10,Monthly
EVS02615,13.891777,100.53055,"6802 Bangkok Ave, Bangkok",DC Fast Charger,0.33,24/7,15.59,22,ChargePoint,22,Type 2,2019,Yes,4.2,2,Monthly
EVS02616,13.849225,100.588592,"1983 Bangkok Ave, Bangkok",DC Fast Charger,0.24,6:00-22:00,7.11,25,Tesla,50,"Type 2, CHAdeMO",2022,Yes,4.5,5,Annually
EVS02617,43.697546,-79.424434,"2631 Toronto Ave, Toronto",AC Level 2,0.15,6:00-22:00,15.82,64,Tesla,50,"Type 2, CCS",2011,No,3.7,2,Monthly
EVS02618,13.760792,100.410281,"826 Bangkok Ave, Bangkok",AC Level 1,0.46,24/7,15.61,23,ChargePoint,22,"CCS, CHAdeMO",2012,Yes,4.8,4,Monthly
EVS02619,18.925489,72.879735,"3993 Mumbai Ave, Mumbai",AC Level 1,0.29,6:00-22:00,4.76,88,ChargePoint,150,"Type 2, Tesla",2023,No,3.1,7,Annually
EVS02620,18.948919,72.810526,"9792 Mumbai Ave, Mumbai",AC Level 1,0.26,9:00-18:00,18.02,67,EVgo,350,Tesla,2022,Yes,4.3,2,Monthly
EVS02621,89.125584,-154.313444,"6765 Random Rd, City 236, Country",DC Fast Charger,0.21,24/7,14.62,99,Tesla,50,CHAdeMO,2012,Yes,4.1,9,Annually
EVS02622,39.813649,116.265252,"280 Beijing Ave, Beijing",AC Level 1,0.45,6:00-22:00,13.31,37,Greenlots,50,Tesla,2012,Yes,3.8,6,Monthly
EVS02623,41.897385,-87.74385,"2596 Chicago Ave, Chicago",DC Fast Charger,0.29,9:00-18:00,0.73,96,Ionity,22,"Type 2, CHAdeMO",2010,No,4.2,10,Quarterly
EVS02624,37.548905,127.049229,"3427 Seoul Ave, Seoul",DC Fast Charger,0.2,24/7,1.38,35,Ionity,22,"CHAdeMO, CCS",2010,No,3.8,6,Monthly
EVS02625,19.145011,72.832136,"1584 Mumbai Ave, Mumbai",AC Level 1,0.38,9:00-18:00,19.01,40,Tesla,22,Type 2,2015,Yes,4.0,7,Annually
EVS02626,34.199505,-118.26694,"7530 Los Angeles Ave, Los Angeles",AC Level 2,0.38,9:00-18:00,8.21,85,Tesla,22,"Tesla, CCS",2023,Yes,4.7,6,Annually
EVS02627,-33.791217,151.316863,"3593 Sydney Ave, Sydney",AC Level 2,0.14,9:00-18:00,4.38,31,ChargePoint,350,CCS,2013,No,4.0,5,Annually
EVS02628,52.529862,13.326848,"3235 Berlin Ave, Berlin",AC Level 1,0.44,24/7,0.59,16,Tesla,22,"CHAdeMO, Type 2",2015,No,3.3,3,Annually
EVS02629,25.375908,55.325643,"283 Dubai Ave, Dubai",AC Level 2,0.49,24/7,4.19,62,Ionity,50,"Type 2, CHAdeMO",2018,Yes,4.6,3,Quarterly
EVS02630,19.570657,-99.177709,"372 Mexico City Ave, Mexico City",AC Level 1,0.18,9:00-18:00,9.79,51,EVgo,50,"CHAdeMO, Type 2",2012,No,4.6,9,Annually
EVS02631,-12.052111,147.036563,"2252 Random Rd, City 393, Country",AC Level 2,0.4,24/7,6.63,63,Greenlots,150,CCS,2016,Yes,4.0,9,Annually
EVS02632,13.865033,100.573934,"7530 Bangkok Ave, Bangkok",AC Level 1,0.17,24/7,17.48,33,Greenlots,22,"Tesla, Type 2",2013,No,4.9,8,Quarterly
EVS02633,19.452194,-99.043097,"1729 Mexico City Ave, Mexico City",AC Level 1,0.23,9:00-18:00,11.09,68,Tesla,22,CCS,2015,Yes,4.6,5,Annually
EVS02634,41.918357,-87.615282,"508 Chicago Ave, Chicago",DC Fast Charger,0.36,9:00-18:00,6.98,29,Greenlots,50,"Type 2, CCS",2014,Yes,3.7,6,Quarterly
EVS02635,55.859129,37.609111,"5815 Moscow Ave, Moscow",AC Level 1,0.28,24/7,9.93,23,Ionity,50,"Type 2, CHAdeMO",2012,Yes,4.8,2,Quarterly
EVS02636,37.584157,127.080997,"1544 Seoul Ave, Seoul",DC Fast Charger,0.45,24/7,15.75,54,ChargePoint,22,CHAdeMO,2010,Yes,3.7,8,Quarterly
EVS02637,13.732232,100.507869,"727 Bangkok Ave, Bangkok",DC Fast Charger,0.39,9:00-18:00,9.71,30,Ionity,150,CCS,2018,No,3.2,4,Quarterly
EVS02638,39.932119,116.331168,"7768 Beijing Ave, Beijing",DC Fast Charger,0.3,24/7,18.16,90,ChargePoint,50,Tesla,2022,Yes,3.4,6,Annually
EVS02639,39.88938,116.217418,"3985 Beijing Ave, Beijing",DC Fast Charger,0.17,9:00-18:00,9.66,52,ChargePoint,50,"Tesla, Type 2",2018,No,3.1,5,Quarterly
EVS02640,19.032405,72.985122,"1647 Mumbai Ave, Mumbai",AC Level 1,0.15,24/7,19.98,97,Tesla,50,CHAdeMO,2020,Yes,3.9,8,Annually
EVS02641,48.338966,123.603412,"7297 Random Rd, City 221, Country",DC Fast Charger,0.18,24/7,0.82,81,ChargePoint,350,Type 2,2022,No,4.0,6,Monthly
EVS02642,39.883402,116.222248,"5527 Beijing Ave, Beijing",AC Level 1,0.42,6:00-22:00,19.73,53,Tesla,150,"CCS, CHAdeMO",2014,Yes,4.2,3,Monthly
EVS02643,19.528501,-99.010729,"6832 Mexico City Ave, Mexico City",DC Fast Charger,0.12,24/7,12.17,59,Tesla,22,"Type 2, Tesla",2019,Yes,3.1,8,Monthly
EVS02644,-33.825118,151.211647,"287 Sydney Ave, Sydney",AC Level 1,0.2,9:00-18:00,2.32,97,EVgo,22,CHAdeMO,2017,Yes,4.0,5,Monthly
EVS02645,13.864272,100.533747,"182 Bangkok Ave, Bangkok",AC Level 1,0.13,6:00-22:00,13.31,85,ChargePoint,150,"Type 2, CCS",2017,Yes,3.6,4,Quarterly
EVS02646,52.45752,13.369259,"5660 Berlin Ave, Berlin",AC Level 1,0.25,9:00-18:00,3.19,39,EVgo,350,CCS,2016,No,3.1,5,Quarterly
EVS02647,41.972551,-87.689397,"3869 Chicago Ave, Chicago",AC Level 2,0.25,24/7,2.48,17,Tesla,50,"Tesla, CCS",2018,No,5.0,10,Quarterly
EVS02648,34.007028,-118.281007,"5086 Los Angeles Ave, Los Angeles",AC Level 2,0.38,6:00-22:00,13.84,30,EVgo,50,Tesla,2011,Yes,4.4,4,Monthly
EVS02649,25.325723,55.398528,"121 Dubai Ave, Dubai",AC Level 2,0.37,6:00-22:00,8.11,51,Ionity,350,Type 2,2018,Yes,3.4,2,Monthly
EVS02650,52.531784,13.41951,"4214 Berlin Ave, Berlin",AC Level 1,0.39,9:00-18:00,9.7,46,EVgo,350,CHAdeMO,2016,Yes,3.7,1,Annually
EVS02651,6.552775,65.418301,"8904 Random Rd, City 90, Country",DC Fast Charger,0.43,24/7,2.45,20,Ionity,50,Type 2,2012,Yes,4.1,9,Monthly
EVS02652,41.994634,-87.658839,"3807 Chicago Ave, Chicago",AC Level 2,0.44,9:00-18:00,8.73,77,Greenlots,350,Type 2,2017,Yes,3.0,6,Monthly
EVS02653,-33.728227,18.529816,"5055 Cape Town Ave, Cape Town",AC Level 1,0.42,24/7,13.51,71,Ionity,150,"CHAdeMO, CCS",2015,Yes,3.0,4,Annually
EVS02654,13.86227,100.547796,"4763 Bangkok Ave, Bangkok",AC Level 2,0.3,24/7,4.94,68,Tesla,350,Type 2,2016,Yes,3.7,2,Quarterly
EVS02655,19.568779,-99.060375,"9624 Mexico City Ave, Mexico City",AC Level 1,0.44,9:00-18:00,10.3,31,Greenlots,50,"Tesla, CHAdeMO",2018,No,3.2,5,Annually
EVS02656,37.638423,127.062864,"720 Seoul Ave, Seoul",AC Level 1,0.36,6:00-22:00,9.31,25,Greenlots,350,"Tesla, CHAdeMO",2012,Yes,3.4,7,Monthly
EVS02657,37.868889,-122.415315,"1590 San Francisco Ave, San Francisco",DC Fast Charger,0.46,9:00-18:00,7.53,23,Ionity,22,"Type 2, CHAdeMO",2014,No,4.7,5,Quarterly
EVS02658,37.664382,126.917192,"2970 Seoul Ave, Seoul",DC Fast Charger,0.42,24/7,10.99,33,Greenlots,150,"Tesla, Type 2",2012,Yes,3.5,1,Monthly
EVS02659,37.728534,-122.46249,"723 San Francisco Ave, San Francisco",DC Fast Charger,0.45,24/7,10.88,25,ChargePoint,50,CCS,2021,No,4.9,6,Annually
EVS02660,37.785171,-122.301361,"4546 San Francisco Ave, San Francisco",AC Level 1,0.37,6:00-22:00,4.5,27,ChargePoint,350,CCS,2019,No,3.3,2,Annually
EVS02661,-57.8332,-177.210504,"349 Random Rd, City 164, Country",AC Level 1,0.43,9:00-18:00,17.08,41,Tesla,50,"CCS, Type 2",2018,Yes,3.8,9,Quarterly
EVS02662,13.785891,100.542165,"1524 Bangkok Ave, Bangkok",AC Level 2,0.3,6:00-22:00,0.58,38,Greenlots,22,"CHAdeMO, Type 2",2013,No,4.9,9,Monthly
EVS02663,37.526636,126.991521,"1593 Seoul Ave, Seoul",DC Fast Charger,0.46,24/7,11.22,93,ChargePoint,22,"CCS, Type 2",2018,Yes,4.4,5,Monthly
EVS02664,25.271938,55.227238,"9291 Dubai Ave, Dubai",AC Level 2,0.21,9:00-18:00,14.15,20,Tesla,350,Tesla,2019,Yes,3.4,4,Monthly
EVS02665,19.525616,-99.020481,"4646 Mexico City Ave, Mexico City",AC Level 1,0.26,9:00-18:00,6.37,58,Greenlots,50,Type 2,2021,No,3.3,9,Monthly
EVS02666,37.77896,-122.327024,"7325 San Francisco Ave, San Francisco",AC Level 2,0.28,9:00-18:00,10.33,66,ChargePoint,350,Tesla,2023,No,4.1,2,Annually
EVS02667,41.882683,-87.758088,"4296 Chicago Ave, Chicago",DC Fast Charger,0.18,9:00-18:00,2.76,95,Tesla,350,CCS,2023,Yes,4.4,3,Annually
EVS02668,-23.623786,-46.635339,"9174 São Paulo Ave, São Paulo",DC Fast Charger,0.33,9:00-18:00,19.55,24,Greenlots,22,"Type 2, CCS",2021,No,3.2,8,Monthly
EVS02669,-33.863547,151.37532,"2005 Sydney Ave, Sydney",AC Level 1,0.23,9:00-18:00,9.67,66,Ionity,150,"CCS, Tesla",2023,Yes,4.1,8,Annually
EVS02670,39.991493,116.455231,"924 Beijing Ave, Beijing",DC Fast Charger,0.22,24/7,13.27,17,EVgo,150,"Type 2, Tesla",2019,Yes,4.0,8,Quarterly
EVS02671,-84.928431,-102.590482,"7218 Random Rd, City 404, Country",DC Fast Charger,0.24,9:00-18:00,18.67,38,Greenlots,350,CCS,2019,Yes,3.2,8,Annually
EVS02672,13.738371,100.431601,"4657 Bangkok Ave, Bangkok",AC Level 2,0.16,24/7,8.91,82,ChargePoint,350,"Tesla, CHAdeMO",2010,Yes,5.0,2,Annually
EVS02673,34.152461,-118.388389,"4171 Los Angeles Ave, Los Angeles",DC Fast Charger,0.38,24/7,17.73,65,Greenlots,150,Tesla,2021,No,3.9,4,Annually
EVS02674,13.897581,100.561277,"6017 Bangkok Ave, Bangkok",AC Level 1,0.32,6:00-22:00,7.45,14,Tesla,50,"CCS, CHAdeMO",2023,No,4.6,8,Annually
EVS02675,41.896206,-87.693921,"297 Chicago Ave, Chicago",DC Fast Charger,0.3,24/7,9.47,45,EVgo,22,CHAdeMO,2015,No,4.1,6,Quarterly
EVS02676,34.066844,-118.224774,"733 Los Angeles Ave, Los Angeles",DC Fast Charger,0.11,6:00-22:00,19.32,58,Greenlots,350,"Type 2, Tesla",2015,No,3.3,6,Monthly
EVS02677,39.82127,116.233021,"8965 Beijing Ave, Beijing",AC Level 2,0.35,6:00-22:00,9.39,33,Ionity,50,Tesla,2019,No,3.9,8,Quarterly
EVS02678,39.970714,116.283807,"6459 Beijing Ave, Beijing",AC Level 1,0.13,24/7,0.93,33,Ionity,22,"Tesla, Type 2",2013,No,4.4,8,Monthly
EVS02679,41.808146,-87.673592,"2249 Chicago Ave, Chicago",DC Fast Charger,0.29,9:00-18:00,19.05,65,EVgo,50,"Tesla, CCS",2021,Yes,3.3,9,Monthly
EVS02680,39.839807,116.2788,"2403 Beijing Ave, Beijing",AC Level 1,0.15,24/7,14.81,29,ChargePoint,150,CCS,2011,Yes,4.1,7,Quarterly
